Customer ID,Preferred Payment Method,Total Spent,Accessory Spent
4866,Cash,4286.4,31.69
4867,Cash,5678.19,174.85
4868,Credit Card,3711.68,108.79
4869,Paypal,5913.81,0.0
4870,Paypal,1391.88,0.0
4871,Cash,3379.32,73.85
4872,Cash,7603.47,0.0
4873,Paypal,1855.84,89.94
4874,Debit Card,145.25,0.0
4876,Paypal,11263.369999999999,252.85999999999999
4877,Cash,62.25,66.48
4878,Paypal,1731.16,70.93
4879,Credit Card,1689.66,48.32
4881,Cash,5811.79,19.33
4883,Cash,4419.91,96.03
4884,Debit Card,2534.49,0.0
4885,Credit Card,4037.42,122.80000000000001
4886,Paypal,741.09,64.76
4888,Debit Card,62.25,87.12
4889,Cash,5110.48,75.06
4890,Paypal,10137.96,134.07
4891,Paypal,2783.76,0.0
4892,Paypal,394.25,107.28
4893,Cash,7911.9,30.68
4895,Paypal,1976.24,71.48
4897,Cash,186.75,115.5
4899,Debit Card,4279.43,108.41
4902,Paypal,1727.63,67.38
4903,Credit Card,2596.93,200.1
4904,Credit Card,4175.64,14.79
4905,Paypal,5068.98,98.2
4906,Debit Card,1391.88,84.12
4908,Debit Card,15569.009999999998,91.37
4909,Credit Card,8609.32,227.04000000000002
4910,Credit Card,10445.71,142.64000000000001
4911,Cash,11570.720000000001,31.26
4912,Credit Card,7911.9,18.96
4913,Cash,8448.3,78.36
4914,Debit Card,3379.32,106.12
4915,Cash,10677.82,170.64999999999998
4917,Paypal,1482.18,0.0
4918,Credit Card,927.92,75.38
4919,Paypal,103.75,77.73
4920,Credit Card,8918.990000000002,139.35
4921,Credit Card,3247.72,9.31
4922,Debit Card,11165.63,168.51
4923,Paypal,463.96,0.0
4924,Paypal,494.06,0.0
4926,Debit Card,4175.64,40.04
4928,Paypal,7120.71,34.88
4930,Paypal,9904.470000000001,150.39000000000001
4931,Credit Card,741.09,27.74
4932,Cash,20.75,21.48
4933,Debit Card,4826.35,46.65
4934,Cash,247.03,91.72
4935,Cash,7120.71,17.27
4937,Debit Card,7008.120000000001,31.64
4938,Credit Card,5141.0,0.0
4939,Debit Card,9030.060000000001,205.74
4941,Paypal,5254.06,95.81
4942,Cash,844.83,106.0
4943,Cash,2821.07,93.3
4944,Credit Card,6329.52,0.0
4946,Paypal,791.19,79.4
4947,Paypal,5316.009999999999,39.42
4949,Paypal,1482.18,26.28
4950,Debit Card,14201.189999999999,163.36
4951,Credit Card,927.92,67.23
4952,Cash,7603.47,95.03
4953,Debit Card,124.5,0.0
4954,Cash,6758.64,13.02
4955,Cash,3330.72,92.87
4956,Debit Card,2974.26,118.19
4957,Paypal,2463.0,56.44
4958,Debit Card,3832.08,47.08
4959,Credit Card,1976.24,58.55
4960,Debit Card,1976.24,0.0
4962,Cash,8448.3,54.51
4963,Cash,14093.91,0.0
4964,Cash,1976.24,84.57
4965,Debit Card,3379.32,83.7
4966,Paypal,4224.15,43.85
4967,Debit Card,10500.03,86.4
4968,Paypal,8008.63,0.0
4970,Credit Card,83.0,0.0
4971,Paypal,7471.869999999999,32.93
4972,Cash,8839.82,66.47
4973,Debit Card,3309.97,61.25
4975,Debit Card,7120.71,66.8
4978,Cash,9459.31,74.97
4980,Paypal,2223.27,38.87
4981,Credit Card,7603.47,0.0
4983,Debit Card,3379.32,0.0
4984,Credit Card,166.0,36.4
4986,Credit Card,145.25,0.0
4987,Credit Card,463.96,47.17
4988,Debit Card,2373.57,39.86
4990,Paypal,3773.57,179.09
4991,Debit Card,62.25,37.87
4992,Credit Card,3247.72,86.48
4993,Paypal,1938.84,46.14
4995,Credit Card,2223.27,81.17
4997,Paypal,7746.76,102.53
4998,Cash,4639.6,34.15
5000,Credit Card,927.92,78.88
5003,Paypal,2223.27,11.14
5004,Credit Card,8405.96,0.0
5005,Cash,4446.54,72.03
5006,Cash,988.12,72.14
5009,Credit Card,11157.25,214.84
5010,Credit Card,2534.49,30.41
5012,Credit Card,1832.95,52.83
5013,Cash,2783.76,15.13
5014,Paypal,7120.71,0.0
5015,Paypal,3711.68,51.71
5016,Debit Card,5567.52,15.61
5017,Cash,145.25,82.21
5018,Paypal,832.69,91.89
5020,Paypal,1980.34,56.519999999999996
5021,Cash,2470.3,42.57
5022,Cash,1729.21,76.14
5023,Cash,844.83,33.51
5024,Cash,62.25,57.73
5025,Debit Card,5165.73,116.88
5026,Cash,6985.0199999999995,190.01
5027,Paypal,186.75,26.57
5028,Cash,4639.6,75.38
5029,Credit Card,8355.86,47.73
5030,Cash,4893.97,60.28
5031,Credit Card,14734.029999999999,210.82
5033,Credit Card,415.0,0.0
5034,Paypal,12961.690000000002,64.71
5035,Debit Card,4224.15,79.92
5036,Paypal,1855.84,12.8
5037,Paypal,62.25,8.79
5040,Credit Card,2319.8,32.06
5041,Cash,1855.84,58.32
5042,Cash,2783.76,0.0
5044,Debit Card,494.06,30.53
5045,Cash,4080.45,96.91
5046,Cash,10714.59,0.0
5047,Debit Card,2319.8,0.0
5048,Credit Card,5968.959999999999,74.81
5052,Cash,6923.07,144.34
5053,Paypal,1235.15,109.67
5054,Paypal,791.19,54.3
5057,Paypal,761.84,95.4
5058,Cash,3585.05,104.50999999999999
5059,Credit Card,4175.64,79.15
5060,Credit Card,5913.81,43.42
5063,Paypal,2373.57,7.01
5065,Paypal,22689.72,171.97000000000003
5066,Credit Card,3458.42,49.75
5067,Paypal,3164.76,0.0
5069,Cash,597.81,43.35
5070,Credit Card,20.75,30.27
5071,Credit Card,2470.3,0.0
5072,Cash,83.0,54.64
5075,Cash,7120.71,0.0
5078,Credit Card,20.75,54.29
5079,Credit Card,20.75,0.0
5080,Cash,741.09,30.22
5082,Credit Card,3688.8,255.01
5083,Credit Card,11827.619999999999,50.61
5088,Cash,3626.3500000000004,137.76
5089,Credit Card,4080.4500000000003,103.03999999999999
5090,Credit Card,4747.14,21.25
5091,Paypal,2430.77,122.19
5092,Paypal,4954.64,0.0
5094,Debit Card,4224.15,88.64
5096,Paypal,13844.09,194.01
5098,Cash,1855.84,26.41
5099,Cash,791.19,45.8
5101,Paypal,3955.95,105.3
5102,Paypal,988.12,94.84
5104,Credit Card,62.25,0.0
5107,Credit Card,927.92,11.78
5108,Debit Card,1482.18,41.92
5109,Cash,2319.8,0.0
5111,Credit Card,2470.3,83.45
5114,Credit Card,3524.8500000000004,80.63
5116,Debit Card,6519.89,73.0
5119,Credit Card,4307.15,36.5
5121,Debit Card,791.19,46.62
5123,Cash,3379.32,110.02
5124,Paypal,145.25,61.33
5126,Cash,1689.66,17.99
5128,Cash,2121.49,66.22
5129,Paypal,4747.14,0.0
5131,Debit Card,83.0,65.14
5132,Paypal,5538.33,35.95
5134,Paypal,4224.15,46.03
5135,Debit Card,7974.15,130.57
5138,Credit Card,12350.61,97.34
5142,Paypal,3411.7900000000004,32.12
5144,Credit Card,5591.97,77.27
5145,Paypal,16896.6,156.79
5146,Paypal,1582.38,22.26
5150,Paypal,15206.939999999999,70.75999999999999
5152,Credit Card,494.06,30.44
5154,Debit Card,13401.150000000001,211.36
5157,Cash,10579.240000000002,127.06
5158,Credit Card,8448.3,10.85
5159,Cash,247.03,78.65
5160,Debit Card,62.25,0.0
5163,Cash,4747.14,0.0
5165,Cash,927.92,0.0
5166,Debit Card,791.19,49.55
5167,Cash,988.12,0.0
5168,Debit Card,207.5,72.41
5169,Credit Card,13868.8,249.56
5170,Paypal,8976.55,51.3
5171,Credit Card,10553.43,88.56
5172,Cash,3307.92,49.58
5173,Debit Card,1976.24,41.53
5176,Cash,1073.17,32.27
5179,Debit Card,7231.960000000001,114.03
5180,Cash,7911.9,36.69
5181,Debit Card,5007.030000000001,117.81
5183,Debit Card,6758.64,21.95
5184,Paypal,6329.52,19.27
5186,Credit Card,1855.84,14.1
5187,Paypal,166.0,52.06
5188,Cash,2783.76,66.1
5189,Paypal,2534.49,0.0
5190,Credit Card,4224.15,46.31
5194,Debit Card,6758.64,110.25
5195,Paypal,1452.08,245.8
5197,Debit Card,4390.33,38.83
5198,Debit Card,5567.52,138.45999999999998
5199,Paypal,103.75,0.0
5201,Paypal,186.75,0.0
5202,Paypal,2223.27,127.51
5203,Debit Card,103.75,61.79
5205,Paypal,844.83,104.74
5206,Paypal,4747.14,0.0
5207,Cash,5893.16,224.68
5208,Cash,3955.95,22.23
5209,Credit Card,1391.79,186.89
5210,Paypal,124.5,40.64
5211,Credit Card,7120.71,0.0
5212,Cash,1729.21,54.98
5215,Cash,15139.890000000001,101.83
5217,Credit Card,8077.9,92.43
5218,Credit Card,13302.72,143.35
5219,Cash,6627.04,30.56
5221,Debit Card,2873.98,82.25
5223,Debit Card,4224.15,100.06
5224,Debit Card,4747.14,107.73
5225,Cash,8848.34,109.99
5226,Paypal,7120.71,0.0
5229,Debit Card,5913.81,38.08
5230,Cash,6466.25,107.52
5231,Debit Card,13697.2,160.63
5233,Cash,2373.57,41.12
5234,Debit Card,2470.3,43.74
5235,Paypal,20.75,48.52
5236,Debit Card,2373.57,0.0
5238,Credit Card,463.96,53.17
5239,Paypal,12404.25,85.97
5241,Credit Card,4639.6,22.35
5242,Cash,5276.48,217.9
5244,Paypal,1855.84,76.88
5245,Credit Card,2532.55,79.47
5246,Credit Card,4079.1099999999997,154.71
5247,Debit Card,5913.81,97.47
5248,Credit Card,3247.72,0.0
5251,Credit Card,1729.21,98.55
5252,Credit Card,844.83,72.46
5253,Paypal,8780.66,45.77
5255,Debit Card,2319.8,0.0
5256,Credit Card,4639.6,55.05
5257,Paypal,207.5,46.29
5258,Credit Card,1582.38,0.0
5262,Paypal,83.0,59.74
5263,Paypal,103.75,0.0
5265,Debit Card,6551.16,64.06
5266,Paypal,1729.21,55.35
5267,Credit Card,1391.88,39.59
5269,Credit Card,3287.09,76.2
5270,Credit Card,207.5,33.18
5273,Cash,7120.71,36.47
5275,Paypal,8008.63,125.18
5276,Cash,791.19,95.3
5277,Paypal,62.25,0.0
5278,Credit Card,5108.530000000001,107.08
5279,Paypal,8552.79,0.0
5281,Cash,13288.92,152.14999999999998
5282,Paypal,2319.8,0.0
5283,Paypal,844.83,63.85
5284,Cash,4747.14,0.0
5286,Cash,2373.57,47.91
5287,Cash,4224.150000000001,149.56
5288,Paypal,3955.95,21.5
5289,Debit Card,1976.24,64.09
5290,Cash,3164.76,81.55
5291,Credit Card,4747.14,0.0
5292,Debit Card,2555.24,139.57
5294,Credit Card,6526.45,74.29
5295,Debit Card,5913.81,0.0
5297,Debit Card,4697.04,77.96
5300,Credit Card,741.09,59.98
5302,Cash,5212.2699999999995,104.22
5303,Paypal,1855.84,34.26
5306,Debit Card,4639.6,108.24
5307,Credit Card,186.75,0.0
5308,Cash,791.19,46.38
5310,Paypal,5538.33,0.0
5311,Credit Card,16185.62,136.03
5312,Debit Card,494.06,21.7
5313,Cash,2783.76,103.27
5314,Cash,2373.57,17.78
5315,Credit Card,844.83,0.0
5317,Paypal,463.96,0.0
5319,Cash,18371.57,90.55
5320,Cash,3261.4900000000002,155.92000000000002
5321,Debit Card,7120.71,60.81
5322,Paypal,4367.4400000000005,74.84
5323,Debit Card,6239.889999999999,70.16
5324,Debit Card,186.75,0.0
5325,Paypal,2223.27,0.0
5326,Debit Card,1582.38,21.83
5327,Paypal,2121.49,61.44
5329,Debit Card,7721.400000000001,137.93
5331,Cash,4307.4400000000005,136.19
5333,Credit Card,8448.3,100.33
5334,Cash,7227.99,69.27000000000001
5335,Credit Card,3164.76,0.0
5337,Credit Card,5538.33,40.12
5338,Paypal,6031.4800000000005,99.19
5341,Paypal,5913.81,14.49
5342,Credit Card,145.25,47.2
5343,Cash,7804.360000000001,180.05
5344,Credit Card,5538.33,90.21
5349,Debit Card,13087.9,147.26
5350,Cash,3164.76,53.97
5351,Debit Card,4747.14,37.3
5352,Cash,2470.3,52.48
5353,Credit Card,463.96,98.82
5354,Paypal,791.19,86.8
5360,Paypal,1729.21,49.03
5361,Debit Card,2373.57,0.0
5364,Paypal,1874.46,54.839999999999996
5365,Credit Card,4049.01,133.1
5368,Credit Card,3379.32,50.4
5369,Paypal,1689.66,79.62
5371,Cash,1391.88,0.0
5372,Cash,9394.08,43.21
5373,Paypal,5913.81,0.0
5377,Credit Card,20.75,38.68
5378,Credit Card,5948.52,170.25
5380,Cash,741.09,29.95
5381,Credit Card,494.06,96.65
5383,Cash,1729.21,83.85
5384,Paypal,5532.94,146.35
5385,Credit Card,5627.72,72.62
5386,Credit Card,2527.3,52.48
5387,Paypal,9332.68,140.3
5388,Paypal,4101.2,90.03
5389,Paypal,7120.71,64.17
5390,Debit Card,6710.129999999999,140.06
5391,Credit Card,20.75,10.14
5392,Cash,1729.21,0.0
5394,Paypal,17248.54,287.68
5395,Paypal,3030.7900000000004,34.51
5396,Debit Card,5808.32,100.15
5397,Credit Card,844.83,49.61
5398,Paypal,5913.8099999999995,55.39
5400,Cash,1689.66,93.53
5403,Cash,186.75,66.6
5404,Paypal,247.03,0.0
5405,Cash,4639.6,88.61
5406,Cash,2017.74,128.61
5408,Credit Card,20.75,0.0
5410,Cash,1235.15,27.59
5411,Debit Card,14262.17,226.23000000000002
5413,Credit Card,5110.48,79.65
5415,Credit Card,352.75,112.86000000000001
5416,Cash,3379.32,50.38
5417,Cash,4431.65,0.0
5418,Debit Card,3616.4500000000003,86.58
5419,Debit Card,20.75,0.0
5420,Debit Card,10768.23,0.0
5422,Paypal,494.06,25.92
5423,Cash,8593.55,35.22
5424,Paypal,14717.170000000002,239.67000000000002
5425,Debit Card,494.06,105.44
5426,Paypal,83.0,27.11
5428,Paypal,6329.52,10.86
5429,Credit Card,9708.84,52.35
5430,Paypal,3247.72,47.43
5431,Credit Card,4747.14,44.02
5433,Cash,5997.2,96.53
5434,Credit Card,1502.93,42.44
5435,Debit Card,1482.18,94.04
5436,Paypal,7911.9,120.58
5438,Cash,741.09,61.64
5440,Cash,7120.71,46.32
5441,Credit Card,1582.38,48.0
5442,Credit Card,14848.68,118.35
5443,Paypal,2373.57,64.65
5444,Debit Card,2373.57,14.27
5445,Credit Card,3372.22,104.25999999999999
5446,Debit Card,3711.68,106.49
5448,Cash,844.83,8.52
5450,Debit Card,2319.8,35.76
5452,Paypal,103.75,0.0
5453,Credit Card,8448.3,70.76
5454,Debit Card,1452.08,97.34
5457,Paypal,5089.73,140.5
5458,Credit Card,5068.98,58.19
5459,Credit Card,4224.15,110.67
5460,Cash,1938.84,89.75
5461,Credit Card,2223.27,22.08
5462,Paypal,6329.52,0.0
5463,Cash,7911.9,72.4
5464,Cash,6329.52,0.0
5465,Debit Card,11952.12,134.54000000000002
5467,Credit Card,41.5,25.38
5468,Paypal,83.0,0.0
5469,Paypal,1599.38,59.48
5470,Paypal,2373.57,0.0
5471,Cash,3379.32,0.0
5473,Debit Card,3164.76,24.43
5474,Debit Card,2223.27,0.0
5475,Debit Card,1338.89,148.51
5476,Debit Card,12930.789999999999,164.20999999999998
5477,Cash,8448.3,107.87
5478,Credit Card,5584.960000000001,78.94
5479,Debit Card,12880.27,55.879999999999995
5480,Cash,103.75,51.59
5482,Paypal,145.25,72.72
5485,Cash,4639.6,0.0
5488,Credit Card,791.19,0.0
5489,Cash,3247.72,21.28
5490,Cash,9436.42,50.18
5492,Paypal,988.12,114.11
5493,Debit Card,10660.95,46.23
5494,Debit Card,6841.7300000000005,83.12
5495,Cash,16979.6,208.22
5496,Credit Card,7120.71,134.22
5498,Cash,145.25,91.72
5500,Credit Card,6329.52,0.0
5501,Debit Card,1689.66,66.03
5502,Paypal,6602.9800000000005,33.15
5503,Debit Card,1749.96,61.74
5504,Debit Card,1235.15,103.49
5505,Paypal,166.0,19.64
5507,Credit Card,20.75,142.76
5508,Credit Card,4175.64,0.0
5510,Debit Card,5532.94,36.4
5512,Cash,2534.4900000000002,56.57
5513,Credit Card,6329.52,60.84
5515,Credit Card,124.5,64.54
5516,Debit Card,13385.68,211.67
5517,Credit Card,7911.9,0.0
5520,Debit Card,13141.8,73.0
5521,Cash,988.12,11.75
5525,Credit Card,6823.580000000001,41.97
5526,Credit Card,6758.64,0.0
5527,Debit Card,9239.49,190.60000000000002
5529,Cash,2477.32,116.96000000000001
5531,Credit Card,5621.33,105.00999999999999
5532,Credit Card,4800.78,10.2
5533,Debit Card,3711.68,29.7
5535,Cash,1582.38,83.21
5536,Cash,5538.33,73.33
5537,Credit Card,969.42,93.58
5538,Cash,7120.71,55.14
5539,Credit Card,2767.4300000000003,94.55
5540,Paypal,2581.07,103.03
5541,Credit Card,741.09,110.29
5542,Credit Card,4722.6,73.17
5543,Paypal,8882.650000000001,46.510000000000005
5544,Paypal,2534.49,0.0
5545,Paypal,5020.47,6.2
5546,Cash,3711.68,111.38
5547,Paypal,145.25,0.0
5548,Debit Card,5110.48,66.27000000000001
5551,Debit Card,463.96,35.88
5553,Debit Card,4224.15,18.41
5554,Paypal,5214.23,0.0
5555,Cash,124.5,0.0
5556,Debit Card,6758.64,45.71
5557,Credit Card,41.5,33.98
5558,Debit Card,8849.92,9.68
5559,Cash,3088.86,188.14
5561,Paypal,3164.76,35.4
5562,Paypal,7911.9,28.15
5563,Cash,5538.33,37.79
5564,Cash,1976.24,71.19
5565,Cash,4843.870000000001,0.0
5566,Cash,5110.48,41.96
5567,Debit Card,6876.4400000000005,81.71
5568,Cash,3771.88,140.84
5569,Cash,6758.64,28.67
5570,Debit Card,1235.15,51.13
5571,Paypal,2783.76,53.85
5572,Credit Card,186.75,17.77
5573,Credit Card,5934.95,113.20000000000002
5574,Credit Card,4788.64,137.27
5575,Credit Card,13450.23,133.82
5576,Paypal,207.5,48.32
5578,Cash,5559.08,115.11
5579,Credit Card,3915.08,131.34
5580,Debit Card,11720.36,96.63
5582,Debit Card,1235.15,43.82
5584,Cash,8872.62,50.19
5585,Debit Card,8849.92,71.54
5587,Debit Card,20.75,0.0
5589,Credit Card,2783.76,22.86
5592,Cash,791.19,98.72
5593,Cash,4175.64,53.23
5594,Credit Card,7203.710000000001,99.36
5596,Paypal,2273.37,103.53
5597,Paypal,9802.029999999999,72.9
5599,Credit Card,6163.08,44.550000000000004
5601,Credit Card,2470.3,0.0
5602,Debit Card,145.25,0.0
5603,Credit Card,10958.6,92.19
5606,Cash,2485.8,57.39
5607,Cash,3351.51,43.94
5608,Credit Card,2783.76,84.54
5609,Cash,2319.8,0.0
5610,Cash,791.19,31.21
5611,Cash,4976.93,141.5
5612,Credit Card,1071.12,41.08
5614,Credit Card,5948.52,84.68
5621,Cash,207.5,29.63
5622,Cash,3955.95,70.42
5623,Debit Card,7603.47,42.76
5624,Debit Card,5538.33,17.82
5626,Credit Card,4747.14,85.61
5628,Paypal,4224.15,30.57
5629,Debit Card,2783.76,55.94
5630,Debit Card,5718.02,148.91
5633,Cash,4747.14,0.0
5635,Debit Card,3310.01,100.00999999999999
5636,Cash,3711.68,71.26
5637,Cash,6220.719999999999,146.65
5640,Credit Card,463.96,9.92
5641,Cash,9591.01,87.56
5642,Paypal,4576.9,227.36
5643,Paypal,2042.59,172.1
5646,Debit Card,4639.6,85.06
5647,Cash,8448.3,19.63
5648,Debit Card,6758.64,0.0
5649,Credit Card,5567.5199999999995,103.89
5650,Debit Card,12189.689999999999,70.63
5652,Credit Card,463.96,0.0
5653,Cash,5068.98,70.04
5654,Cash,7603.47,77.63
5655,Debit Card,103.75,50.05
5656,Paypal,7120.71,14.52
5657,Paypal,5913.81,78.82
5658,Cash,988.12,56.2
5659,Cash,2677.8,103.34
5660,Debit Card,13517.28,31.79
5661,Credit Card,2319.8,34.69
5662,Debit Card,9119.71,135.17000000000002
5663,Cash,3164.76,31.2
5665,Cash,3247.72,99.63
5666,Debit Card,3247.72,77.75
5667,Credit Card,2470.3,40.25
5668,Credit Card,988.12,105.58
5669,Debit Card,5913.81,0.0
5670,Cash,1699.1100000000001,102.37
5672,Cash,4639.6,47.33
5673,Debit Card,7120.71,92.19
5674,Cash,7603.47,17.93
5676,Paypal,247.03,0.0
5677,Paypal,2964.36,73.74
5678,Credit Card,8531.3,56.74
5681,Debit Card,988.12,59.01
5682,Credit Card,4408.9400000000005,26.18
5683,Cash,4277.34,68.75999999999999
5685,Paypal,5440.889999999999,84.67999999999999
5686,Paypal,2327.01,0.0
5687,Cash,1644.63,0.0
5689,Cash,10066.560000000001,120.97
5691,Paypal,9024.93,119.22999999999999
5692,Credit Card,4883.87,70.61
5694,Paypal,247.03,0.0
5695,Cash,6924.64,119.39
5696,Paypal,3955.95,43.93
5697,Debit Card,988.12,129.48
5698,Credit Card,660.06,293.48
5699,Paypal,41.5,0.0
5700,Cash,7738.400000000001,21.32
5701,Paypal,7148.960000000001,47.16
5702,Cash,1976.24,52.09
5704,Credit Card,186.75,105.98
5705,Debit Card,4693.370000000001,86.88
5706,Debit Card,3247.72,103.45
5707,Cash,5666.36,218.13
5708,Cash,2534.49,0.0
5709,Debit Card,7265.96,71.68
5710,Cash,103.75,59.89
5711,Debit Card,83.0,0.0
5712,Paypal,1855.84,0.0
5713,Paypal,8912.259999999998,0.0
5714,Cash,247.03,101.29
5716,Credit Card,103.75,95.62
5722,Cash,2349.9,108.62
5723,Paypal,7120.71,68.13
5724,Debit Card,6758.64,0.0
5725,Paypal,3164.76,43.0
5726,Cash,20.75,97.45
5727,Credit Card,20.75,0.0
5730,Paypal,1235.15,0.0
5731,Debit Card,3458.42,78.13
5732,Credit Card,103.75,48.3
5733,Debit Card,4639.6,84.53
5734,Debit Card,62.25,120.59
5735,Debit Card,3268.47,78.67
5736,Paypal,3711.68,94.77
5737,Cash,2162.99,159.92000000000002
5738,Cash,1391.88,40.93
5740,Debit Card,10660.95,50.879999999999995
5741,Paypal,8185.360000000001,101.36
5742,Debit Card,12588.619999999999,151.17000000000002
5745,Paypal,1516.38,158.76999999999998
5746,Cash,3164.76,0.0
5752,Debit Card,2783.76,39.34
5753,Cash,8448.3,60.41
5754,Cash,5538.33,105.68
5755,Cash,3856.93,86.75999999999999
5757,Debit Card,9962.95,132.98000000000002
5758,Cash,1071.12,156.01
5761,Debit Card,7166.900000000001,127.57
5762,Cash,2534.49,94.65
5763,Cash,4693.370000000001,151.16
5767,Cash,1391.88,71.18
5768,Debit Card,9551.46,12.9
5769,Paypal,1318.15,39.71
5770,Debit Card,9888.14,84.30000000000001
5771,Credit Card,2470.3,47.57
5772,Credit Card,3765.4500000000003,131.26999999999998
5773,Cash,124.5,14.46
5776,Paypal,463.96,51.3
5777,Credit Card,4639.6,7.15
5779,Paypal,2615.55,102.76
5782,Debit Card,1391.88,0.0
5786,Paypal,2470.3,110.78
5787,Cash,692.21,65.38
5788,Credit Card,8448.3,81.47
5789,Paypal,3955.95,91.52
5791,Credit Card,1729.21,48.38
5792,Cash,9303.779999999999,95.23
5794,Cash,4747.14,7.16
5796,Cash,1855.84,26.81
5798,Cash,1235.15,47.55
5799,Paypal,2717.33,94.15
5800,Debit Card,4747.14,34.11
5802,Credit Card,3351.51,72.2
5809,Credit Card,463.96,37.47
5813,Debit Card,4175.64,99.04
5816,Cash,9579.710000000001,99.78
5818,Credit Card,463.96,17.56
5819,Cash,247.03,103.4
5822,Paypal,186.75,0.0
5823,Cash,6329.52,52.55
5825,Debit Card,1855.84,31.65
5827,Debit Card,207.5,7.2
5828,Paypal,5538.33,0.0
5830,Paypal,7911.9,93.82
5831,Cash,741.09,0.0
5832,Debit Card,2638.24,77.8
5834,Credit Card,463.96,68.71
5835,Credit Card,4224.15,95.9
5836,Cash,9762.48,76.22
5838,Debit Card,14001.34,241.31
5840,Paypal,844.83,60.33
5841,Credit Card,7603.47,77.06
5842,Debit Card,20.75,72.53
5843,Debit Card,9738.2,0.0
5844,Debit Card,7187.34,125.45
5845,Debit Card,4639.6,41.13
5846,Credit Card,5257.73,125.87
5847,Credit Card,741.09,28.81
5848,Debit Card,1482.18,36.95
5849,Paypal,2717.33,143.4
5850,Debit Card,7496.1900000000005,51.93
5851,Credit Card,6476.35,202.52
5852,Paypal,103.75,77.16
5853,Credit Card,3771.88,59.76
5854,Debit Card,2038.49,62.23
5855,Debit Card,2534.49,0.0
5857,Credit Card,1482.18,94.14
5858,Cash,1729.21,17.88
5859,Debit Card,4639.6,0.0
5860,Paypal,5131.23,78.5
5862,Debit Card,1895.21,84.06
5863,Cash,791.19,33.58
5864,Credit Card,10500.03,86.71000000000001
5865,Debit Card,8131.59,110.15
5867,Credit Card,2435.82,59.02
5868,Credit Card,7442.549999999999,93.74000000000001
5869,Debit Card,41.5,26.63
5870,Debit Card,124.5,61.519999999999996
5872,Debit Card,2520.4,128.36
5873,Paypal,8448.3,97.75
5874,Debit Card,8703.09,136.34
5875,Credit Card,3711.68,43.06
5876,Debit Card,6391.77,45.8
5878,Credit Card,988.12,35.81
5879,Credit Card,7123.47,144.62
5880,Debit Card,6758.64,25.15
5882,Credit Card,844.83,0.0
5883,Cash,2319.8,89.89
5884,Credit Card,207.5,50.99
5886,Cash,2717.33,102.53999999999999
5887,Debit Card,4296.04,112.03
5892,Paypal,3310.01,146.65
5893,Cash,8448.3,7.6
5894,Cash,3351.51,85.48
5896,Credit Card,11827.619999999999,102.51
5897,Debit Card,8942.359999999999,39.72
5899,Credit Card,927.92,0.0
5900,Paypal,20.75,121.68
5901,Paypal,62.25,27.8
5902,Debit Card,1391.8799999999999,41.55
5903,Paypal,15503.0,132.1
5904,Credit Card,10768.23,88.07
5905,Credit Card,7187.34,132.9
5906,Credit Card,4265.65,50.07
5907,Paypal,494.06,24.46
5908,Paypal,9099.19,169.81
5910,Debit Card,741.09,0.0
5911,Debit Card,7305.6900000000005,26.75
5913,Debit Card,7549.83,22.69
5914,Debit Card,2534.49,0.0
5917,Debit Card,20.75,81.61
5918,Credit Card,1729.21,0.0
5919,Paypal,103.75,31.98
5921,Debit Card,7811.4400000000005,108.37
5922,Paypal,2477.32,177.1
5923,Cash,5103.5599999999995,48.050000000000004
5924,Credit Card,20.75,31.41
5925,Debit Card,494.06,0.0
5927,Paypal,6862.870000000001,89.66
5929,Credit Card,3277.82,36.63
5930,Debit Card,7394.17,30.06
5931,Cash,247.03,11.41
5932,Debit Card,6744.13,0.0
5934,Credit Card,62.25,108.25
5936,Debit Card,5913.81,41.87
5938,Credit Card,83.0,23.39
5940,Cash,6329.52,0.0
5942,Credit Card,988.12,36.75
5944,Credit Card,4175.64,50.13
5945,Paypal,83.0,81.09
5947,Credit Card,207.5,22.48
5948,Credit Card,17705.010000000002,150.97
5950,Paypal,1729.21,67.17
5956,Cash,6325.7300000000005,129.68
5957,Cash,5860.17,132.74
5958,Paypal,2783.76,11.04
5960,Paypal,186.75,66.97
5961,Paypal,166.0,0.0
5963,Paypal,1585.93,125.72
5964,Paypal,1855.84,62.56
5965,Cash,5538.33,53.1
5968,Paypal,16051.77,0.0
5969,Paypal,5020.47,70.87
5970,Cash,494.06,80.55
5973,Paypal,6329.52,93.89
5975,Cash,3164.76,0.0
5976,Cash,4413.24,146.86
5977,Debit Card,7120.71,0.0
5979,Credit Card,5913.81,0.0
5980,Debit Card,4320.89,123.75
5981,Paypal,12117.64,163.81
5983,Credit Card,14798.57,40.53
5985,Debit Card,7120.71,10.1
5986,Paypal,10285.470000000001,53.6
5991,Credit Card,1433.38,160.17
5992,Debit Card,7473.46,26.66
5994,Debit Card,2534.49,8.09
5995,Paypal,3185.51,111.18
5996,Debit Card,1235.15,75.28
5997,Cash,2964.36,115.22
5999,Cash,186.75,56.44
6000,Cash,1276.65,188.8
6002,Credit Card,2100.73,169.26
6003,Cash,4175.64,0.0
6004,Paypal,3247.72,95.17
6006,Cash,1855.84,92.97
6007,Cash,20.75,0.0
6008,Paypal,20.75,24.98
6012,Paypal,83.0,89.38
6013,Debit Card,14151.789999999999,182.94
6015,Credit Card,5068.98,78.95
6017,Cash,2470.3,20.35
